item_id,order_id,product_id,quantity,unit_price,discount_percent
I00695,O00973,P0107,5,773.43,10
I00696,O00491,P0034,1,664.02,5
I00697,O00520,P0058,4,895.12,20
I00698,O00871,P0059,-1,444.19,20
I00699,O00831,P0051,4,1041.84,15
I00700,O00019,P0142,4,668.41,15
I00701,O00129,P0111,5,500.38,5
I00702,O00121,P0158,3,762.34,0
I00703,O00448,P0015,1,922.29,0
I00704,O00423,P0192,5,499.7,20
I00705,O00016,P0185,1,413.65,0
I00706,O00450,P0047,3,334.27,15
I00707,O00912,P0063,2,906.11,5
I00708,O00674,P0032,1,175.27,10
I00709,O00211,P0127,3,82.44,20
I00710,O00226,P0114,3,1042.06,0
I00711,O00890,P0168,3,476.3,10
I00712,O00516,P0027,4,826.05,10
I00713,O00498,P0072,2,541.12,10
I00714,O00237,P0079,2,600.6,15
I00715,O00836,P0037,2,55.96,15
I00716,O00783,P0117,1,743.11,0
I00717,O00277,P0072,3,536.75,0
I00718,O00062,P0072,4,434.99,20
I00719,O00392,P0099,2,414.47,0
I00720,O00676,P0111,3,450.16,20
I00721,O00357,P0007,3,756.97,0
I00722,O00830,P0193,1,384.88,20
I00723,O00637,P0112,1,782.69,10
I00724,O00398,P0185,3,737.18,10
I00725,O00475,P0109,5,530.88,0
I00726,O00167,P0098,2,475.44,0
I00727,O00288,P0175,1,976.12,20
I00728,O00556,P0076,4,324.79,0
I00729,O00371,P0069,5,345.34,0
I00730,O00583,P0170,3,822.41,5
I00731,O00474,P0005,4,483.72,0
I00732,O00492,P0164,2,642.57,10
I00733,O00962,P0021,5,841.15,0
I00734,O00452,P0047,3,310.6,5
I00735,O00131,P0059,2,839.46,15
I00736,O00051,P0060,1,593.88,10
I00737,O00882,P0113,1,161.35,0
I00738,O00063,P0183,3,578.61,20
I00739,O00879,P0091,1,158.38,0
I00740,O00112,P0020,1,282.3,0
I00741,O00209,P0084,4,210.3,5
I00742,O00897,P0073,3,105.26,0
I00743,O00344,P0105,3,664.78,0
I00744,O00637,P0008,1,244.45,0
I00745,O00934,P0152,-5,542.36,0
I00746,O00524,P0184,5,1070.34,15
I00747,O00353,P0056,5,80.84,15
I00748,O00154,P0098,1,846.48,0
I00749,O00579,P0129,5,418.61,10
I00750,O00751,P0032,5,257.13,10
I00751,O00484,P0169,4,243.75,0
I00752,O00857,P0148,2,530.69,20
I00753,O00787,P0093,3,568.69,0
I00754,O00710,P0062,4,293.21,0
I00755,O00574,P0130,3,167.61,10
I00756,O00236,P0115,2,137.98,20
I00757,O00129,P0138,4,319.47,15
I00758,O00142,P0156,3,580.2,0
I00759,O00084,P0105,2,715.02,15
I00760,O00903,P0198,2,834.77,0
I00761,O00171,P0031,5,165.61,5
I00762,O00761,P0026,1,1082.24,0
I00763,O00707,P0043,2,697.16,10
I00764,O00941,P0100,3,459.65,15
I00765,O00571,P0062,1,287.49,20
I00766,O00920,P0087,5,393.9,15
I00767,O00047,P0019,3,598.25,5
I00768,O00646,P0116,4,480.45,5
I00769,O00717,P0035,5,368.42,10
I00770,O00086,P0039,5,650.95,15
I00771,O00665,P0117,4,574.74,15
I00772,O00603,P0072,1,354.31,5
I00773,O00350,P0013,5,494.66,20
I00774,O00951,P0110,4,196.25,0
I00775,O00977,P0037,2,46.72,0
I00776,O00589,P0158,3,722.27,0
I00777,O00295,P0071,2,163.93,0
I00778,O00962,P0067,1,742.51,15
I00779,O00286,P0037,5,60.81,20
I00780,O00173,P0008,1,379.17,10
I00781,O00551,P0050,-1,594.02,0
I00782,O00965,P0147,4,522.38,20
I00783,O00465,P0076,1,461.84,5
I00784,O00506,P0068,2,728.42,15
I00785,O00685,P0030,1,829.61,0
I00786,O00745,P0020,5,247.71,5
I00787,O00646,P0189,1,700.3,0
I00788,O00914,P0010,5,237.24,20
I00789,O00572,P0170,1,869.6,15
I00790,O00009,P0063,4,1063.72,0
I00791,O00690,P0051,2,913.69,0
I00792,O00752,P0128,2,781.0,0
I00793,O00974,P0133,2,528.32,0
I00794,O00503,P0143,2,477.72,15
I00795,O00270,P0158,5,692.33,0
I00796,O00496,P0136,2,381.09,20
I00797,O00238,P0075,4,809.26,5
I00798,O00613,P0092,3,407.83,0
I00799,O00987,P0194,4,600.21,0
I00800,O00254,P0170,2,644.59,0
I00801,O00677,P0030,4,809.98,20
I00802,O00904,P0124,4,562.99,15
I00803,O00241,P0008,5,229.2,20
I00804,O00802,P0105,3,565.06,0
I00805,O00422,P0101,4,618.74,0
I00806,O00275,P0125,3,407.44,0
I00807,O00316,P0115,5,166.3,10
I00808,O00212,P0200,5,554.72,0
I00809,O00620,P0139,-1,635.66,0
I00810,O00800,P0181,3,685.43,10
I00811,O00065,P0168,2,492.88,0
I00812,O00161,P0138,2,242.67,0
I00813,O00933,P0096,2,192.21,0
I00814,O00963,P0004,1,198.27,10
I00815,O00105,P0129,4,243.88,0
I00816,O00309,P0007,2,392.42,15
I00817,O00127,P0097,2,263.3,0
I00818,O00883,P0022,5,202.15,20
I00819,O00751,P0107,-5,637.95,0
I00820,O00098,P0189,4,480.09,10
I00821,O00880,P0080,4,791.86,0
I00822,O00310,P0071,1,107.63,15
I00823,O00591,P0121,4,565.34,5
I00824,O00575,P0072,5,438.44,5
I00825,O00018,P0128,3,845.13,15
I00826,O00111,P0116,1,523.27,0
I00827,O00458,P0095,1,355.12,0
I00828,O00148,P0162,1,690.23,0
I00829,O00886,P0126,1,37.94,10
I00830,O00859,P0122,5,787.67,0
I00831,O00786,P0127,3,75.33,20
I00832,O00155,P0010,5,291.02,20
I00833,O00006,P0069,5,634.18,10
I00834,O00512,P0081,2,590.91,15
I00835,O00495,P0132,1,355.3,5
I00836,O00717,P0020,1,213.61,15
I00837,O00125,P0043,1,466.47,5
I00838,O00508,P0044,5,459.47,15
I00839,O00896,P0141,1,672.89,5
I00840,O00302,P0185,3,598.14,10
I00841,O00911,P0096,2,138.63,10
I00842,O00702,P0053,3,907.48,0
I00843,O00484,P0119,3,442.75,15
I00844,O00873,P0035,4,186.85,5
I00845,O00184,P0039,1,530.21,0
I00846,O00205,P0178,4,250.06,0
I00847,O00640,P0120,1,748.21,10
I00848,O00905,P0058,1,1182.89,0
I00849,O00292,P0110,3,203.95,20
I00850,O00413,P0066,2,415.38,0
I00851,O00106,P0188,2,282.11,0
I00852,O00130,P0134,4,57.3,20
I00853,O00874,P0152,5,760.83,5
I00854,O00215,P0044,-2,622.99,0
I00855,O00952,P0158,2,836.29,0
I00856,O00332,P0020,1,208.67,20
I00857,O00451,P0109,3,384.53,20
I00858,O00121,P0062,4,387.24,15
I00859,O00486,P0091,5,128.9,0
I00860,O00905,P0155,2,465.67,20
I00861,O00285,P0183,4,913.98,5
I00862,O00712,P0065,5,276.33,15
I00863,O00357,P0046,-3,598.76,20
I00864,O00687,P0089,2,178.98,0
I00865,O00392,P0096,1,145.71,0
I00866,O00539,P0050,-3,575.14,0
I00867,O00938,P0065,1,231.91,0
I00868,O00663,P0071,4,87.66,15
I00869,O00722,P0065,1,287.15,20
I00870,O00032,P0184,5,975.49,5
I00871,O00178,P0122,5,809.59,0
I00872,O00379,P0008,2,327.97,0
I00873,O00892,P0034,1,632.98,15
I00874,O00728,P0016,5,261.58,20
I00875,O00199,P0168,1,481.59,15
I00876,O00869,P0082,2,673.05,10
I00877,O00740,P0094,4,279.15,15
I00878,O00686,P0016,5,233.26,0
I00879,O00086,P0045,3,521.74,15
I00880,O00518,P0105,1,588.7,10
I00881,O00360,P0031,5,178.24,0
I00882,O00580,P0119,1,264.57,0
I00883,O00191,P0082,1,621.9,20
I00884,O00011,P0056,4,84.96,15
I00885,O00966,P0064,2,337.78,15
I00886,O00136,P0080,3,607.42,0
I00887,O00579,P0081,2,567.63,0
I00888,O00182,P0076,4,401.09,5
I00889,O00364,P0149,5,788.76,15
I00890,O00704,P0044,5,426.4,10
I00891,O00583,P0054,4,457.74,20
I00892,O00699,P0074,5,406.39,15
I00893,O00814,P0069,2,436.12,5
I00894,O00268,P0009,5,85.77,0
I00895,O00487,P0036,3,670.19,5
I00896,O00675,P0151,3,443.24,15
I00897,O00368,P0003,4,671.02,15
I00898,O00925,P0026,3,757.26,5
I00899,O00560,P0048,4,40.15,5
I00900,O00608,P0148,4,592.12,0
I00901,O00259,P0186,3,747.67,5
I00902,O00308,P0011,2,612.46,10
I00903,O00111,P0108,3,116.98,5
I00904,O00608,P0008,2,371.61,10
I00905,O00989,P0179,2,309.64,10
I00906,O00770,P0036,3,885.56,0
I00907,O00994,P0024,2,881.04,5
I00908,O00406,P0043,2,544.69,0
I00909,O00309,P0079,2,1022.71,5
I00910,O00093,P0186,5,940.81,0
I00911,O00006,P0123,1,408.63,15
I00912,O00404,P0179,4,262.88,20
I00913,O00475,P0181,1,531.6,0
I00914,O00782,P0035,3,364.75,20
I00915,O00691,P0187,5,461.4,0
I00916,O00356,P0126,5,33.86,10
I00917,O00183,P0197,3,87.54,20
I00918,O00002,P0157,4,774.57,15
I00919,O00236,P0036,1,586.86,5
I00920,O00096,P0087,2,515.38,0
I00921,O00319,P0100,4,419.12,5
I00922,O00184,P0042,5,320.38,5
I00923,O00826,P0022,1,194.01,5
I00924,O00823,P0004,2,176.95,5
I00925,O00703,P0117,-4,703.16,0
I00926,O00311,P0109,1,478.99,20
I00927,O00931,P0116,4,647.98,20
I00928,O00548,P0094,2,396.76,10
I00929,O00778,P0099,1,394.15,0
I00930,O00971,P0182,2,763.93,10
I00931,O00746,P0117,4,629.61,0
I00932,O00889,P0126,1,64.6,15
I00933,O00379,P0065,3,256.18,0
I00934,O00556,P0069,3,494.76,5
I00935,O00333,P0077,5,66.68,15
I00936,O00038,P0137,2,540.34,10
I00937,O00097,P0033,4,370.34,0
I00938,O00354,P0118,2,718.15,20
I00939,O00955,P0188,5,328.6,0
I00940,O00335,P0096,5,247.41,15
I00941,O00832,P0026,1,776.66,15
I00942,O00768,P0078,1,160.46,15
I00943,O00264,P0185,1,728.22,5
I00944,O00989,P0030,5,589.14,0
I00945,O00631,P0132,2,311.57,0
I00946,O00384,P0147,4,433.34,15
I00947,O00797,P0048,1,35.41,0
I00948,O00695,P0073,4,77.75,20
I00949,O00425,P0169,3,272.36,20
I00950,O01000,P0163,2,424.04,15
I00951,O00333,P0057,3,535.67,10
I00952,O00847,P0118,5,488.1,5
I00953,O00488,P0143,-3,617.2,20
I00954,O00456,P0039,4,486.76,15
I00955,O00175,P0173,4,348.63,20
I00956,O00586,P0021,5,1088.44,0
I00957,O00213,P0192,3,411.22,20
I00958,O00323,P0116,1,427.59,10
I00959,O00171,P0160,4,805.9,20
I00960,O00024,P0193,5,507.62,0
I00961,O00385,P0138,5,374.41,0
I00962,O00100,P0102,1,555.67,0
I00963,O00886,P0041,4,463.2,0
I00964,O00770,P0056,5,101.67,20
I00965,O00372,P0162,3,662.98,10
I00966,O00402,P0058,4,1073.57,0
I00967,O00846,P0116,2,524.35,0
I00968,O00546,P0086,2,27.65,0
I00969,O00393,P0149,4,766.14,15
I00970,O00030,P0159,5,697.41,0
I00971,O00614,P0147,1,451.52,0
I00972,O00171,P0146,1,851.48,0
I00973,O00761,P0154,4,630.15,20
I00974,O00198,P0042,2,200.23,15
I00975,O00944,P0052,3,116.17,0
I00976,O00212,P0148,2,681.19,5
I00977,O00248,P0046,5,526.71,20
I00978,O00619,P0085,2,388.87,15
I00979,O00986,P0018,-1,196.62,5
I00980,O00888,P0134,4,45.42,5
I00981,O00981,P0067,5,419.59,20
I00982,O00622,P0166,1,294.82,20
I00983,O00744,P0016,4,381.59,15
I00984,O00788,P0011,5,563.82,5
I00985,O00439,P0032,3,251.12,10
I00986,O00772,P0029,3,327.81,0
I00987,O00146,P0063,2,703.69,0
I00988,O00658,P0178,4,334.1,20
I00989,O00267,P0088,4,537.07,5
I00990,O00717,P0067,5,385.33,0
I00991,O00152,P0134,2,82.45,10
I00992,O00372,P0183,2,918.39,0
I00993,O00487,P0183,3,663.83,20
I00994,O00712,P0033,3,487.4,0
I00995,O00653,P0059,-2,704.72,0
I00996,O00599,P0004,5,197.13,10
I00997,O00416,P0123,2,555.68,15
I00998,O00160,P0151,3,394.68,5
I00999,O00887,P0125,5,367.14,5
I01000,O00919,P0098,-1,570.3,0
I01001,O00212,P0058,5,1087.11,20
I01002,O00123,P0167,4,325.51,15
I01003,O00929,P0004,5,215.17,15
I01004,O00208,P0094,4,322.92,0
I01005,O00520,P0018,5,216.78,10
I01006,O00894,P0021,1,781.36,10
I01007,O00254,P0063,2,955.63,15
I01008,O00879,P0063,4,652.09,10
I01009,O00273,P0142,2,655.61,0
I01010,O00928,P0034,1,731.04,0
I01011,O00600,P0195,4,63.07,20
I01012,O00053,P0082,1,412.01,0
I01013,O00453,P0022,1,180.07,0
I01014,O00613,P0125,1,393.18,20
I01015,O00927,P0029,4,417.25,0
I01016,O00604,P0163,4,707.53,0
I01017,O00773,P0105,4,741.31,0
I01018,O00520,P0124,3,438.56,10
I01019,O00255,P0088,5,610.92,15
I01020,O00451,P0029,2,346.14,0
I01021,O00915,P0131,2,389.88,20
I01022,O00443,P0173,4,461.81,15
I01023,O00552,P0047,1,442.79,0
I01024,O00315,P0129,5,352.41,15
I01025,O00308,P0157,2,525.54,0
I01026,O00785,P0102,2,570.32,0
I01027,O00334,P0133,5,976.38,20
I01028,O00744,P0069,3,515.04,20
I01029,O00855,P0078,3,182.17,0
I01030,O00850,P0191,3,382.27,5
I01031,O00781,P0107,-4,408.5,5
I01032,O00363,P0166,4,365.96,0
I01033,O00839,P0181,3,493.97,0
I01034,O00025,P0083,4,127.81,10
I01035,O00757,P0052,5,167.7,20
I01036,O00281,P0028,2,651.88,5
I01037,O00965,P0185,1,705.2,5
I01038,O00705,P0181,3,774.7,10
I01039,O00385,P0016,3,261.26,0
I01040,O00449,P0073,2,124.1,0
I01041,O00333,P0199,2,794.71,10
I01042,O00307,P0147,1,492.48,0
I01043,O00587,P0140,3,252.42,20
I01044,O00299,P0177,-1,180.12,15
I01045,O00729,P0190,3,64.0,5
I01046,O00766,P0055,4,534.59,0
I01047,O00342,P0051,3,764.94,15
I01048,O00956,P0006,4,669.1,20
I01049,O00499,P0013,1,604.31,10
I01050,O00383,P0005,1,948.64,20
I01051,O00818,P0084,4,254.98,0
I01052,O00650,P0018,5,124.36,10
I01053,O00800,P0029,5,434.16,0
I01054,O00588,P0120,2,984.07,20
I01055,O00701,P0111,4,648.26,15
I01056,O00156,P0167,2,369.9,0
I01057,O00465,P0136,4,383.52,5
I01058,O00589,P0076,-4,318.12,0
I01059,O00331,P0110,2,238.26,20
I01060,O00335,P0137,2,832.91,10
I01061,O00948,P0091,5,111.81,20
I01062,O00152,P0053,1,597.23,10
I01063,O00968,P0011,5,461.85,0
I01064,O00336,P0081,2,533.88,0
I01065,O00435,P0070,2,950.91,0
I01066,O00141,P0113,4,103.65,20
I01067,O00762,P0190,1,47.96,5
I01068,O00204,P0053,5,1093.15,0
I01069,O00993,P0045,5,561.26,0
I01070,O00167,P0194,4,527.67,0
I01071,O00768,P0082,2,702.29,20
I01072,O00520,P0093,5,352.21,5
I01073,O00017,P0002,4,173.73,20
I01074,O00103,P0091,3,182.91,5
I01075,O00969,P0167,1,370.51,20
I01076,O00400,P0121,-3,919.5,0
I01077,O00047,P0037,2,51.35,0
I01078,O00532,P0040,4,378.12,0
I01079,O00611,P0054,3,466.67,5
I01080,O00844,P0041,2,584.64,0
I01081,O00760,P0172,1,848.72,0
I01082,O00510,P0053,3,1152.59,0
I01083,O00637,P0083,-1,128.41,5
I01084,O00036,P0189,4,416.59,5
I01085,O00781,P0154,2,461.89,0
I01086,O00358,P0058,1,661.75,5
I01087,O00476,P0107,5,569.29,20
I01088,O00618,P0164,-4,671.94,0
I01089,O00132,P0083,3,192.41,15
I01090,O00734,P0025,5,589.74,0
I01091,O00528,P0034,2,742.56,0
I01092,O00762,P0025,3,953.6,0
I01093,O00256,P0058,3,799.92,5
I01094,O00685,P0152,5,913.39,0
I01095,O00779,P0034,3,1024.2,10
I01096,O00755,P0009,4,84.33,20
I01097,O00203,P0047,-1,461.84,0
I01098,O00166,P0102,5,522.21,20
I01099,O00353,P0049,5,789.75,0
I01100,O00465,P0160,4,626.73,0
I01101,O00672,P0197,3,87.36,0
I01102,O00262,P0088,4,726.13,5
I01103,O00680,P0025,3,888.45,0
I01104,O00065,P0094,1,393.43,0
I01105,O00097,P0059,1,488.13,15
I01106,O00303,P0033,3,376.21,10
I01107,O00963,P0022,5,135.86,20
I01108,O00964,P0131,2,601.16,0
I01109,O00752,P0191,5,482.81,10
I01110,O00881,P0136,5,272.06,0
I01111,O00711,P0136,2,216.51,0
I01112,O00651,P0163,2,652.49,20
I01113,O00734,P0039,5,578.38,0
I01114,O00286,P0013,4,401.4,10
I01115,O00996,P0108,4,77.59,15
I01116,O00961,P0077,-3,105.13,15
I01117,O00320,P0054,5,546.79,0
I01118,O00061,P0194,2,445.3,0
I01119,O00783,P0063,2,929.79,5
I01120,O00606,P0050,3,456.61,0
I01121,O00144,P0103,5,1200.71,0
I01122,O00211,P0114,3,1030.05,0
I01123,O00653,P0031,5,103.92,15
I01124,O00613,P0121,4,679.82,0
I01125,O00555,P0191,2,281.66,20
I01126,O00933,P0185,3,774.82,0
I01127,O00391,P0066,4,560.04,0
I01128,O00898,P0182,4,893.33,0
I01129,O00536,P0027,5,955.0,20
I01130,O00372,P0062,4,401.56,5
I01131,O00432,P0015,3,1077.08,15
I01132,O00283,P0065,3,203.55,20
I01133,O00258,P0092,1,654.44,5
I01134,O00249,P0150,5,639.57,0
I01135,O00107,P0200,4,536.61,20
I01136,O00580,P0097,4,145.94,0
I01137,O00605,P0165,5,556.01,20
I01138,O00245,P0093,5,457.64,5
I01139,O00736,P0191,4,503.31,10
I01140,O00885,P0134,4,79.38,15
I01141,O00763,P0200,1,411.97,0
I01142,O00025,P0162,1,565.29,5
I01143,O00822,P0008,3,258.09,15
I01144,O00353,P0091,2,124.71,20
I01145,O00049,P0084,3,357.74,0
I01146,O00215,P0143,5,780.42,15
I01147,O00411,P0193,2,538.27,20
I01148,O00092,P0086,5,28.62,20
I01149,O00990,P0059,3,479.25,15
I01150,O00093,P0164,5,685.31,0
I01151,O00775,P0098,4,574.01,20
I01152,O00449,P0093,2,423.93,0
I01153,O00195,P0149,5,932.73,10
I01154,O00304,P0194,2,418.98,15
I01155,O00078,P0051,5,1192.93,15
I01156,O00415,P0068,3,553.46,5
I01157,O00137,P0099,3,564.16,0
I01158,O00332,P0058,1,747.06,0
I01159,O00684,P0071,-2,159.21,0
I01160,O00252,P0058,2,682.81,0
I01161,O00250,P0006,4,872.55,5
I01162,O00570,P0142,2,528.55,20
I01163,O00532,P0149,5,1040.97,5
I01164,O00765,P0067,3,693.85,0
I01165,O00442,P0095,2,281.95,0
I01166,O00079,P0178,2,342.69,10
I01167,O00132,P0025,5,859.52,10
I01168,O00322,P0027,5,583.76,0
I01169,O00735,P0180,5,163.41,0
I01170,O00477,P0069,1,510.7,5
I01171,O00510,P0152,2,451.84,5
I01172,O00573,P0167,3,329.59,15
I01173,O00152,P0017,1,523.85,0
I01174,O00584,P0065,1,248.11,5
I01175,O00442,P0181,2,774.41,0
I01176,O00678,P0116,3,496.8,10
I01177,O00818,P0131,2,597.76,15
I01178,O00601,P0081,5,463.29,20
I01179,O00367,P0151,1,419.38,10
I01180,O00424,P0187,2,410.58,10
I01181,O00793,P0195,2,58.82,5
I01182,O00747,P0031,1,189.39,10
I01183,O00718,P0176,4,150.75,5
I01184,O00142,P0088,3,547.56,15
I01185,O00441,P0065,2,179.42,0
I01186,O00233,P0090,1,205.02,20
I01187,O00097,P0135,5,36.09,10
I01188,O00061,P0175,2,469.71,10
I01189,O00013,P0002,3,124.81,10
I01190,O00577,P0096,2,144.75,10
I01191,O00511,P0047,3,267.9,15
I01192,O00935,P0040,5,246.79,5
I01193,O00724,P0198,2,805.98,5
I01194,O00032,P0160,5,1090.6,20
I01195,O00964,P0031,3,188.27,0
I01196,O00358,P0175,5,553.84,0
I01197,O00510,P0050,5,846.99,5
I01198,O00951,P0169,4,335.58,0
I01199,O00685,P0142,2,510.09,0
I01200,O00984,P0126,4,34.39,0
I01201,O00939,P0123,5,299.57,10
I01202,O00094,P0170,5,690.23,15
I01203,O00545,P0134,5,71.61,0
I01204,O00329,P0035,2,243.56,15
I01205,O00437,P0104,1,434.91,5
I01206,O00107,P0083,5,134.27,5
I01207,O00806,P0198,1,672.93,0
I01208,O00193,P0023,5,784.58,10
I01209,O00556,P0045,1,496.46,0
I01210,O00990,P0078,3,273.56,0
I01211,O00844,P0176,5,167.24,0
I01212,O00521,P0095,1,415.86,0
I01213,O00469,P0048,3,23.09,0
I01214,O00508,P0053,5,590.54,5
I01215,O00211,P0177,3,93.16,0
I01216,O00676,P0085,4,582.56,0
I01217,O00940,P0103,2,978.51,10
I01218,O00685,P0067,4,644.41,15
I01219,O00885,P0161,3,278.27,0
I01220,O00426,P0106,2,341.61,5
I01221,O00260,P0154,-4,412.18,20
I01222,O00460,P0033,2,271.73,0
I01223,O00119,P0041,4,311.15,10
I01224,O00336,P0043,3,910.69,15
I01225,O00953,P0178,5,241.17,20
I01226,O00584,P0067,1,529.67,0
I01227,O00974,P0023,4,527.71,10
I01228,O00037,P0121,1,640.77,20
I01229,O00398,P0048,1,27.0,10
I01230,O00380,P0113,4,166.11,0
I01231,O00679,P0129,2,427.35,15
I01232,O00326,P0012,2,473.35,0
I01233,O00944,P0045,2,621.57,0
I01234,O00401,P0098,3,643.86,0
I01235,O00189,P0161,4,198.09,5
I01236,O00072,P0063,3,876.92,0
I01237,O00561,P0082,1,490.58,10
I01238,O00018,P0159,3,584.62,0
I01239,O00924,P0027,1,661.56,10
I01240,O00060,P0100,1,778.86,20
I01241,O00644,P0010,1,180.31,20
I01242,O00933,P0122,4,563.99,10
I01243,O00397,P0116,2,636.43,10
I01244,O00257,P0089,4,162.96,0
I01245,O00466,P0138,2,213.52,15
I01246,O00749,P0045,4,654.81,0
I01247,O00377,P0190,-3,37.36,5
I01248,O00421,P0182,2,1015.0,0
I01249,O00861,P0161,4,280.77,5
I01250,O00472,P0188,4,329.82,0
I01251,O00334,P0171,5,84.74,0
I01252,O00730,P0049,5,764.64,5
I01253,O00562,P0196,3,469.35,0
I01254,O00403,P0037,5,54.37,0
I01255,O00927,P0199,4,430.72,0
I01256,O00346,P0142,4,736.26,5
I01257,O00185,P0114,-2,800.87,15
I01258,O00177,P0070,5,949.17,15
I01259,O00412,P0148,2,455.23,0
I01260,O00480,P0063,2,998.84,5
I01261,O00324,P0157,5,612.72,15
I01262,O00897,P0010,1,192.92,0
I01263,O00943,P0014,1,777.94,0
I01264,O00208,P0191,2,348.89,0
I01265,O00372,P0160,5,1100.41,5
I01266,O00487,P0087,3,468.59,20
I01267,O00576,P0041,2,341.58,0
I01268,O00546,P0159,5,666.86,5
I01269,O00717,P0072,2,582.43,15
I01270,O00969,P0038,1,28.46,0
I01271,O00902,P0098,4,492.82,0
I01272,O00601,P0177,3,186.17,10
I01273,O00586,P0047,1,497.27,15
I01274,O00581,P0089,1,210.31,0
I01275,O00182,P0035,4,368.5,0
I01276,O00958,P0172,3,603.38,20
I01277,O00972,P0022,4,115.38,10
I01278,O00428,P0044,3,363.31,0
I01279,O00533,P0007,2,399.89,0
I01280,O00718,P0079,4,723.94,0
I01281,O00768,P0195,1,77.56,0
I01282,O00134,P0160,-5,567.36,5
I01283,O00205,P0121,1,900.4,0
I01284,O00714,P0097,5,268.64,20
I01285,O00435,P0105,2,890.02,15
I01286,O00268,P0142,3,470.9,5
I01287,O00941,P0172,3,885.91,0
I01288,O00024,P0033,1,318.89,0
I01289,O00383,P0017,2,474.79,20
I01290,O00078,P0003,3,956.68,10
I01291,O00073,P0040,4,348.66,0
I01292,O00805,P0171,1,73.5,0
I01293,O00205,P0191,2,287.69,0
I01294,O00004,P0111,2,534.55,15
I01295,O00082,P0100,5,488.17,20
I01296,O00203,P0182,5,865.61,5
I01297,O00295,P0188,1,324.82,10
I01298,O00007,P0021,2,676.75,10
I01299,O00590,P0049,1,660.5,20
I01300,O00330,P0194,2,417.94,20
I01301,O00607,P0076,5,528.09,0
I01302,O00437,P0065,2,220.36,15
I01303,O00912,P0175,2,501.67,0
I01304,O00506,P0089,1,179.32,20
I01305,O00441,P0021,4,533.42,15
I01306,O00691,P0023,3,761.21,10
I01307,O00695,P0017,3,383.26,15
I01308,O00831,P0123,3,494.42,0
I01309,O00560,P0191,5,310.05,15
I01310,O00362,P0105,4,594.99,20
I01311,O00867,P0104,4,423.13,0
I01312,O00756,P0193,1,546.99,20
I01313,O00325,P0098,2,596.01,0
I01314,O00445,P0170,2,704.13,0
I01315,O00223,P0025,-4,565.3,0
I01316,O00203,P0006,2,607.76,20
I01317,O00563,P0072,4,469.18,5
I01318,O00444,P0112,2,637.93,15
I01319,O00062,P0091,1,195.01,15
I01320,O00489,P0156,2,661.49,5
I01321,O00823,P0056,1,159.03,15
I01322,O00163,P0087,5,516.64,0
I01323,O00614,P0034,3,1065.29,20
I01324,O00706,P0033,4,269.71,5
I01325,O00379,P0107,3,672.78,20
I01326,O00925,P0081,4,811.61,10
I01327,O00349,P0148,2,773.69,0
I01328,O00801,P0162,2,758.71,10
I01329,O00243,P0064,4,366.72,0
I01330,O00524,P0025,2,814.87,0
I01331,O00542,P0126,3,35.29,5
I01332,O00797,P0050,3,751.36,0
I01333,O00869,P0200,2,414.61,0
I01334,O00336,P0092,4,593.96,20
I01335,O00280,P0082,3,562.29,10
I01336,O00205,P0166,5,330.89,0
I01337,O00752,P0016,2,315.18,10
I01338,O00290,P0064,4,328.32,20
I01339,O00012,P0077,2,78.57,0
I01340,O00668,P0165,1,705.51,20
I01341,O00932,P0038,4,25.06,10
I01342,O00455,P0195,3,85.15,0
I01343,O00724,P0156,2,692.56,0
I01344,O00980,P0005,3,743.47,0
I01345,O00146,P0081,4,699.27,15
I01346,O00445,P0166,2,270.59,20
I01347,O00779,P0009,3,80.74,10
I01348,O00041,P0131,2,502.36,0
I01349,O00144,P0039,2,799.97,0
I01350,O00095,P0194,3,400.01,5
I01351,O00352,P0193,4,447.04,10
I01352,O00427,P0165,2,803.53,0
I01353,O00834,P0054,1,607.62,20
I01354,O00268,P0059,5,443.19,15
I01355,O00864,P0179,1,159.44,20
I01356,O00239,P0040,2,319.4,0
I01357,O00397,P0194,4,298.87,20
I01358,O00297,P0127,-4,66.7,0
I01359,O00205,P0151,2,410.89,0
I01360,O00358,P0180,3,134.19,20
I01361,O00169,P0102,5,346.1,15
I01362,O00763,P0160,5,781.16,5
I01363,O00164,P0052,3,147.89,0
I01364,O00920,P0067,3,552.48,5
I01365,O00618,P0167,4,265.53,0
I01366,O00043,P0100,2,491.45,10
I01367,O00754,P0192,2,606.47,20
I01368,O00311,P0093,2,506.98,20
I01369,O00259,P0056,3,79.13,20
I01370,O00186,P0086,4,28.28,5
I01371,O00401,P0155,4,349.7,10
I01372,O00293,P0171,2,75.12,0
I01373,O00906,P0001,5,494.2,0
I01374,O00970,P0071,3,124.02,15
I01375,O00582,P0041,3,357.94,0
I01376,O00995,P0109,3,313.48,5
I01377,O00670,P0006,1,902.57,0
I01378,O00146,P0068,2,396.65,15
I01379,O00763,P0175,4,557.5,0
I01380,O00089,P0186,5,860.62,0
I01381,O00277,P0006,4,488.72,15
I01382,O00157,P0056,4,80.61,5
I01383,O00443,P0120,1,881.17,0
I01384,O00673,P0017,3,455.55,15
I01385,O00491,P0052,1,187.49,20
I01386,O00193,P0061,1,805.65,0
I01387,O00895,P0145,4,190.85,15
I01388,O00501,P0060,1,648.72,0
I01389,O00613,P0095,4,332.85,0
I01390,O00675,P0096,5,139.18,15
