order_id,customer_id,order_date,status,region_code
O00451,UNKNOWN,2026-01-07 00:00:00,PLACED,EU
O00452,C0320,2025-09-15 01:14:21,DELIVERED,AS
O00453,C0033,2025-12-23 11:06:16,DELIVERED,EU
O00454,C0402,2025-11-03 00:00:00,DELIVERED,EU
O00455,C0257,2026-03-07 12:17:50,DELIVERED,NA
O00456,C0255,2026-07-04 07:28:42,RETURNED,EU
O00457,C0035,2025-08-02 13:53:00,DELIVERED,NA
O00458,C0214,2026-04-06 08:17:57,DELIVERED,AS
O00459,C0163,2026-01-29 03:58:40,PLACED,AF
O00460,C0260,2026-06-28 08:20:21,SHIPPED,AS
O00461,C0224,2025-09-05 15:14:27,SHIPPED,SA
O00462,C0172,2026-01-08 10:20:26,DELIVERED,SA
O00463,C0010,2026-05-30 16:38:23,DELIVERED,OC
O00464,C0159,2026-03-20 07:34:27,PLACED,EU
O00465,C0347,2026-01-03 19:36:10,RETURNED,OC
O00466,C0365,2025-08-16 12:26:27,DELIVERED,NA
O00467,C0239,2026-04-19 01:01:40,DELIVERED,OC
O00468,C0450,2026-01-22 19:56:25,PLACED,SA
O00469,C0138,2025-08-25 08:18:26,PLACED,OC
O00470,C0302,2025-09-20 05:03:44,DELIVERED,AF
O00471,C0357,2026-05-10 19:46:19,DELIVERED,AF
O00472,C0568,2026-02-24 18:14:23,DELIVERED,SA
O00473,C0270,2026-07-11 14:47:48,DELIVERED,OC
O00474,C0190,2026-06-24 17:12:46,DELIVERED,AS
O00475,C0245,2026-04-08 17:43:32,PLACED,AF
O00476,C0195,2026-02-09 14:21:18,DELIVERED,AF
O00477,C0290,2025-09-02 22:37:16,DELIVERED,NA
O00478,C0069,2025-12-12 00:00:00,CANCELLED,EU
O00479,C0207,2025-12-20 00:07:25,SHIPPED,NA
O00480,C0398,2025-11-15 00:20:45,DELIVERED,OC
O00481,C0051,2026-01-03 12:01:56,DELIVERED,NA
O00482,UNKNOWN,2025-07-22 01:40:09,DELIVERED,NA
O00483,C0063,2025-09-19 20:44:27,DELIVERED,SA
O00484,C0060,2026-01-04 14:04:57,SHIPPED,NA
O00485,C0312,2026-02-26 00:00:00,SHIPPED,AF
O00486,C0237,2026-06-25 14:33:09,SHIPPED,AF
O00487,C0584,2026-04-15 03:42:20,SHIPPED,OC
O00488,C0109,2026-06-25 06:53:07,DELIVERED,OC
O00489,C0438,2025-09-28 19:36:51,SHIPPED,EU
O00490,C0517,2026-06-20 03:25:09,SHIPPED,AF
O00491,C0361,2026-01-04 23:25:34,DELIVERED,AS
O00492,C0423,2025-08-16 10:00:25,DELIVERED,OC
O00493,C0247,2025-10-17 12:24:27,SHIPPED,AF
O00494,C0261,2025-11-15 06:04:03,DELIVERED,SA
O00495,UNKNOWN,2026-04-07 00:00:00,SHIPPED,NA
O00496,C0310,2026-03-21 00:00:00,RETURNED,EU
O00497,C0023,2026-06-29 16:50:19,CANCELLED,AS
O00498,C0524,2026-04-14 16:51:01,CANCELLED,EU
O00499,C0472,2026-05-17 17:15:40,SHIPPED,AS
O00500,C0256,2025-09-14 02:00:24,DELIVERED,NA
O00501,C0583,2026-04-17 09:12:33,DELIVERED,OC
O00502,C0495,2026-04-23 03:58:19,DELIVERED,OC
O00503,C0098,2025-08-29 08:59:14,DELIVERED,OC
O00504,C0391,2025-08-16 00:00:00,PLACED,AS
O00505,C0445,2025-08-25 17:33:57,DELIVERED,EU
O00506,C0012,2026-04-12 15:58:54,DELIVERED,NA
O00507,C0043,2026-01-02 22:10:06,DELIVERED,AS
O00508,C0227,2026-03-15 15:27:17,DELIVERED,SA
O00509,C0590,2025-11-30 08:20:57,SHIPPED,AS
O00510,C0152,2025-08-14 12:35:10,PLACED,AF
O00511,C0562,2026-01-31 19:48:10,PLACED,AF
O00512,C0134,2026-04-13 01:47:27,DELIVERED,EU
O00513,C0586,2025-12-08 13:25:31,DELIVERED,OC
O00514,C0249,2026-04-20 00:00:00,DELIVERED,AS
O00515,C0590,2026-05-15 00:00:00,DELIVERED,SA
O00516,C0196,2026-01-27 02:32:55,DELIVERED,NA
O00517,C0174,2026-03-07 02:24:04,DELIVERED,SA
O00518,C0452,2025-09-12 00:00:00,DELIVERED,EU
O00519,C0160,2025-12-06 11:00:44,DELIVERED,NA
O00520,C0249,2026-02-11 03:04:01,CANCELLED,AS
O00521,UNKNOWN,2025-12-07 04:59:10,SHIPPED,SA
O00522,C0340,2025-07-29 10:42:21,DELIVERED,EU
O00523,C0265,2026-05-06 18:10:36,DELIVERED,EU
O00524,C0019,2025-09-16 18:14:06,CANCELLED,AF
O00525,UNKNOWN,2026-07-01 16:17:01,SHIPPED,OC
O00526,C0055,2025-11-19 13:41:53,CANCELLED,NA
O00527,C0278,2026-02-17 00:14:06,CANCELLED,AS
O00528,C0020,2026-06-15 18:37:35,DELIVERED,SA
O00529,C0390,2026-03-25 12:44:23,DELIVERED,AS
O00530,C0545,2026-06-12 00:00:00,SHIPPED,SA
O00531,C0023,2025-09-08 00:00:00,CANCELLED,AS
O00532,C0403,2025-09-13 08:34:39,PLACED,OC
O00533,C0310,2026-06-14 19:26:50,RETURNED,AF
O00534,C0064,2025-09-06 13:18:36,DELIVERED,NA
O00535,C0287,2025-09-19 20:37:50,DELIVERED,SA
O00536,C0090,2026-05-07 02:31:57,DELIVERED,OC
O00537,C0233,2026-04-14 22:14:07,DELIVERED,SA
O00538,C0338,2025-08-01 07:43:12,SHIPPED,OC
O00539,C0555,2025-12-22 08:15:23,SHIPPED,EU
O00540,C0537,2025-11-09 00:49:10,DELIVERED,EU
O00541,C0579,2025-11-09 14:23:28,DELIVERED,AF
O00542,C0122,2026-04-21 23:04:20,DELIVERED,EU
O00543,C0327,2026-05-06 21:37:35,DELIVERED,SA
O00544,C0281,2026-01-01 16:53:59,SHIPPED,EU
O00545,C0274,2025-11-01 13:06:04,DELIVERED,AF
O00546,C0027,2026-03-12 16:26:07,DELIVERED,SA
O00547,C0481,2025-09-20 13:40:50,DELIVERED,SA
O00548,C0141,2025-08-27 01:09:14,SHIPPED,SA
O00549,C0016,2026-06-26 08:29:21,RETURNED,EU
O00550,C0208,2025-09-01 11:48:09,PLACED,SA
O00551,C0502,2025-09-29 04:11:11,DELIVERED,EU
O00552,C0043,2025-07-13 18:24:02,DELIVERED,OC
O00553,C0586,2026-03-11 04:09:16,DELIVERED,OC
O00554,C0534,2026-05-05 15:28:39,DELIVERED,NA
O00555,C0252,2025-10-18 16:38:13,DELIVERED,OC
O00556,UNKNOWN,2025-07-17 03:15:22,DELIVERED,NA
O00557,C0451,2026-01-06 12:19:51,DELIVERED,AS
O00558,C0433,2026-01-21 15:41:49,CANCELLED,OC
O00559,C0146,2026-06-09 14:28:50,DELIVERED,NA
O00560,C0116,2026-01-22 01:09:15,DELIVERED,OC
O00561,C0403,2026-02-08 11:16:10,DELIVERED,EU
O00562,C0207,2026-05-21 23:29:37,PLACED,AS
O00563,C0168,2025-07-14 15:04:14,SHIPPED,NA
O00564,C0372,2026-03-05 00:00:00,DELIVERED,OC
O00565,C0524,2026-06-20 04:51:33,SHIPPED,AF
O00566,C0175,2026-01-20 00:54:56,DELIVERED,OC
O00567,C0167,2025-10-12 18:39:31,SHIPPED,OC
O00568,C0316,2025-10-04 14:52:56,DELIVERED,SA
O00569,C0186,2026-02-26 02:03:58,SHIPPED,EU
O00570,UNKNOWN,2026-03-25 12:11:00,PLACED,SA
O00571,C0557,2026-01-13 03:25:43,DELIVERED,SA
O00572,C0488,2026-01-04 14:37:15,DELIVERED,AF
O00573,C0251,2025-12-18 16:21:34,SHIPPED,OC
O00574,C0213,2025-12-31 00:00:00,SHIPPED,OC
O00575,C0149,2025-08-12 05:34:44,DELIVERED,AF
O00576,C0090,2026-03-02 00:00:00,DELIVERED,EU
O00577,C0292,2026-03-02 10:49:43,DELIVERED,AF
O00578,C0576,2025-07-14 22:44:12,DELIVERED,AF
O00579,C0037,2025-10-15 00:00:00,SHIPPED,AS
O00580,C0070,2026-06-19 23:52:19,DELIVERED,NA
O00581,C0138,2026-02-09 23:03:54,DELIVERED,AS
O00582,C0538,2025-10-28 09:40:19,SHIPPED,NA
O00583,C0542,2026-03-10 02:06:35,DELIVERED,OC
O00584,C0295,2026-03-13 12:46:42,DELIVERED,AS
O00585,C0363,2026-02-13 22:12:06,DELIVERED,SA
O00586,C0510,2026-05-26 21:33:25,SHIPPED,AF
O00587,C0298,2026-05-28 21:22:57,PLACED,NA
O00588,C0121,2025-10-01 00:47:39,SHIPPED,AF
O00589,C0424,2025-07-31 00:00:00,DELIVERED,OC
O00590,C0207,2025-09-22 04:18:18,SHIPPED,NA
O00591,C0519,2025-09-07 23:19:09,DELIVERED,NA
O00592,C0350,2025-08-02 18:42:17,DELIVERED,NA
O00593,C0199,2026-03-23 02:27:12,DELIVERED,OC
O00594,C0486,2025-11-24 22:34:20,DELIVERED,SA
O00595,C0472,2025-07-26 15:44:12,DELIVERED,AS
O00596,C0424,2025-09-06 20:27:33,PLACED,AF
O00597,C0324,2026-06-08 23:44:14,PLACED,AF
O00598,C0363,2025-07-24 00:00:00,SHIPPED,NA
O00599,C0385,2026-03-28 10:19:48,DELIVERED,AF
O00600,C0192,2026-02-21 21:41:10,DELIVERED,AS
O00601,C0323,2026-06-02 20:19:56,SHIPPED,NA
O00602,C0244,2026-03-03 16:29:59,DELIVERED,AS
O00603,C0310,2025-11-05 07:08:54,DELIVERED,NA
O00604,C0095,2025-11-17 23:39:02,PLACED,SA
O00605,C0158,2026-07-04 20:04:43,CANCELLED,OC
O00606,C0318,2025-08-15 10:55:11,SHIPPED,NA
O00607,C0529,2025-07-31 10:28:37,SHIPPED,OC
O00608,UNKNOWN,2025-08-23 16:22:41,DELIVERED,NA
O00609,UNKNOWN,2025-12-21 07:47:30,DELIVERED,AF
O00610,C0342,2025-09-19 14:52:01,PLACED,AF
O00611,C0320,2025-09-13 00:00:00,DELIVERED,OC
O00612,C0329,2026-03-30 09:48:32,SHIPPED,AF
O00613,C0452,2025-10-30 20:05:25,SHIPPED,EU
O00614,C0016,2026-03-06 17:14:27,DELIVERED,NA
O00615,C0359,2026-03-26 01:44:07,SHIPPED,OC
O00616,C0588,2026-04-06 22:50:44,PLACED,AF
O00617,C0554,2026-04-10 04:31:00,SHIPPED,SA
O00618,C0052,2026-02-28 10:59:04,PLACED,SA
O00619,C0457,2026-02-19 15:31:55,DELIVERED,EU
O00620,C0547,2026-05-14 00:00:00,CANCELLED,SA
O00621,C0096,2026-02-15 17:20:34,CANCELLED,SA
O00622,C0318,2025-09-19 07:08:20,DELIVERED,SA
O00623,C0230,2026-01-05 05:31:40,DELIVERED,AS
O00624,C0402,2026-04-29 09:46:41,CANCELLED,AS
O00625,C0333,2026-02-22 05:49:43,PLACED,SA
O00626,C0491,2025-11-29 06:40:23,SHIPPED,AS
O00627,C0131,2026-07-09 03:29:34,DELIVERED,OC
O00628,C0334,2025-07-26 07:31:30,PLACED,AS
O00629,C0411,2025-08-17 13:28:17,SHIPPED,EU
O00630,C0494,2026-05-06 20:31:21,DELIVERED,OC
O00631,C0446,2025-11-05 15:05:54,DELIVERED,OC
O00632,C0080,2025-11-14 18:23:21,DELIVERED,SA
O00633,C0475,2025-12-02 12:47:15,PLACED,SA
O00634,C0416,2026-06-25 00:00:00,SHIPPED,AF
O00635,C0389,2025-12-06 13:26:32,DELIVERED,NA
O00636,C0143,2026-05-26 22:53:35,CANCELLED,OC
O00637,C0151,2025-08-07 16:10:14,DELIVERED,AS
O00638,C0592,2026-05-02 22:39:48,SHIPPED,AS
O00639,C0312,2025-12-25 08:25:06,CANCELLED,OC
O00640,C0353,2026-06-04 21:41:13,DELIVERED,AF
O00641,C0414,2026-02-11 04:14:02,DELIVERED,NA
O00642,C0563,2025-08-06 14:37:28,PLACED,AF
O00643,C0368,2025-11-03 02:52:13,SHIPPED,NA
O00644,C0404,2026-01-11 05:48:09,DELIVERED,SA
O00645,C0559,2025-09-02 15:31:45,SHIPPED,EU
O00646,C0394,2025-08-28 18:48:38,DELIVERED,SA
O00647,C0129,2026-04-08 03:47:38,PLACED,NA
O00648,C0499,2026-06-11 03:44:03,RETURNED,EU
O00649,C0426,2025-10-26 23:14:16,DELIVERED,OC
O00650,C0436,2025-11-17 05:55:03,DELIVERED,SA
O00651,C0461,2026-02-02 01:57:33,SHIPPED,SA
O00652,C0592,2025-12-20 01:58:29,DELIVERED,OC
O00653,C0421,2026-02-01 03:31:43,DELIVERED,NA
O00654,C0582,2025-10-01 21:22:20,DELIVERED,AF
O00655,C0082,2026-04-08 15:04:21,DELIVERED,AS
O00656,C0081,2025-10-01 13:58:04,DELIVERED,EU
O00657,C0080,2026-03-07 02:13:33,DELIVERED,AF
O00658,C0055,2025-08-03 23:47:28,DELIVERED,NA
O00659,C0525,2025-08-23 20:14:32,DELIVERED,AS
O00660,C0302,2026-02-19 06:59:55,PLACED,AF
O00661,C0578,2026-04-21 19:02:03,DELIVERED,AF
O00662,C0053,2026-03-13 15:58:37,SHIPPED,OC
O00663,C0294,2026-02-02 19:36:41,SHIPPED,NA
O00664,C0285,2025-08-15 10:36:46,DELIVERED,AS
O00665,C0015,2026-01-16 05:32:14,DELIVERED,AF
O00666,C0458,2026-04-19 14:19:54,SHIPPED,OC
O00667,C0186,2026-04-05 20:11:41,DELIVERED,AS
O00668,C0149,2026-03-04 06:24:40,DELIVERED,SA
O00669,C0423,2026-07-10 01:58:22,SHIPPED,SA
O00670,C0172,2026-05-14 11:53:12,DELIVERED,AS
O00671,C0271,2026-04-12 21:22:39,SHIPPED,EU
O00672,C0488,2025-10-31 22:15:04,DELIVERED,AF
O00673,C0400,2025-12-25 05:53:59,SHIPPED,SA
O00674,UNKNOWN,2026-03-05 20:18:52,DELIVERED,OC
O00675,C0543,2026-06-06 15:31:17,PLACED,AF
O00676,C0443,2025-11-12 07:21:31,DELIVERED,AS
O00677,C0274,2025-10-21 05:40:43,SHIPPED,AF
O00678,C0248,2026-02-01 10:28:22,DELIVERED,EU
O00679,C0185,2026-02-20 18:11:24,PLACED,NA
O00680,C0013,2026-03-11 10:31:41,DELIVERED,OC
O00681,C0225,2025-11-26 19:37:25,SHIPPED,NA
O00682,UNKNOWN,2026-07-07 00:00:00,CANCELLED,OC
O00683,C0223,2025-08-31 18:29:08,DELIVERED,OC
O00684,C0089,2026-03-07 23:04:09,SHIPPED,OC
O00685,C0580,2026-02-15 21:36:13,SHIPPED,NA
O00686,C0260,2026-01-21 04:13:34,DELIVERED,NA
O00687,C0284,2026-01-30 05:28:50,DELIVERED,OC
O00688,C0332,2026-04-21 13:57:57,DELIVERED,AS
O00689,C0392,2026-03-14 18:48:41,RETURNED,AS
O00690,C0272,2026-01-21 16:45:18,PLACED,EU
O00691,C0183,2026-01-19 15:56:45,SHIPPED,AF
O00692,C0224,2026-05-22 04:23:40,SHIPPED,SA
O00693,C0106,2025-09-20 00:00:00,PLACED,OC
O00694,C0457,2026-06-20 00:00:00,DELIVERED,OC
O00695,C0039,2026-03-06 01:32:42,SHIPPED,OC
O00696,C0401,2025-10-10 18:35:40,DELIVERED,SA
O00697,C0414,2026-04-13 13:58:54,DELIVERED,NA
O00698,C0004,2025-11-02 05:00:59,DELIVERED,SA
O00699,C0549,2025-09-25 13:32:20,DELIVERED,OC
O00700,C0057,2025-07-13 00:12:24,RETURNED,NA
O00701,C0349,2025-08-27 00:00:00,DELIVERED,AS
O00702,C0181,2025-07-21 17:02:41,RETURNED,OC
O00703,C0400,2026-01-08 22:31:11,DELIVERED,AS
O00704,C0449,2026-03-12 07:11:17,SHIPPED,EU
O00705,UNKNOWN,2026-05-17 19:33:26,SHIPPED,SA
O00706,C0554,2025-08-27 04:37:08,DELIVERED,SA
O00707,C0017,2026-04-24 00:00:00,PLACED,OC
O00708,UNKNOWN,2026-06-06 18:03:18,DELIVERED,OC
O00709,C0550,2025-09-30 21:56:06,DELIVERED,NA
O00710,UNKNOWN,2026-05-18 21:57:05,DELIVERED,SA
O00711,C0047,2026-03-08 08:33:28,DELIVERED,NA
O00712,C0052,2025-12-20 10:07:22,DELIVERED,NA
O00713,C0175,2025-12-20 04:36:53,PLACED,NA
O00714,C0226,2025-07-30 00:00:00,SHIPPED,AS
O00715,C0412,2025-11-19 00:38:27,RETURNED,AF
O00716,C0330,2025-11-25 04:26:46,DELIVERED,NA
O00717,C0344,2026-02-15 00:00:00,SHIPPED,SA
O00718,C0379,2026-05-21 10:20:30,DELIVERED,AF
O00719,UNKNOWN,2026-03-16 00:00:00,DELIVERED,AF
O00720,C0162,2025-10-02 00:00:00,DELIVERED,NA
O00721,UNKNOWN,2025-07-16 18:46:11,DELIVERED,AF
O00722,C0427,2026-03-18 04:28:01,DELIVERED,SA
O00723,C0212,2025-09-28 12:40:18,SHIPPED,SA
O00724,C0179,2026-04-06 08:53:48,PLACED,EU
O00725,C0091,2025-10-29 18:25:22,DELIVERED,AS
O00726,C0572,2025-10-19 04:48:53,SHIPPED,AF
O00727,C0371,2026-05-15 06:37:39,RETURNED,AF
O00728,C0214,2025-08-07 17:44:58,SHIPPED,EU
O00729,C0486,2025-11-08 22:07:11,SHIPPED,NA
O00730,C0373,2025-11-06 00:19:16,DELIVERED,AS
O00731,C0465,2026-01-25 00:00:00,DELIVERED,AF
O00732,C0030,2026-02-10 23:47:00,SHIPPED,EU
O00733,C0594,2025-11-15 04:39:38,SHIPPED,OC
O00734,C0236,2026-05-06 06:44:01,DELIVERED,NA
O00735,C0423,2025-07-14 18:37:09,DELIVERED,EU
O00736,C0600,2025-08-25 14:30:25,DELIVERED,EU
O00737,C0466,2026-04-04 17:55:28,DELIVERED,SA
O00738,C0368,2025-11-18 19:53:36,SHIPPED,EU
O00739,UNKNOWN,2025-11-21 23:11:32,SHIPPED,NA
O00740,C0470,2025-12-13 04:55:08,DELIVERED,EU
O00741,C0161,2026-04-19 17:20:15,DELIVERED,AF
O00742,C0592,2026-02-18 08:12:17,DELIVERED,NA
O00743,C0535,2026-03-08 14:56:44,RETURNED,AF
O00744,C0474,2025-07-23 16:51:55,DELIVERED,OC
O00745,C0254,2026-05-31 12:40:20,DELIVERED,AF
O00746,C0588,2025-09-18 14:27:12,DELIVERED,NA
O00747,UNKNOWN,2025-09-25 17:49:40,DELIVERED,NA
O00748,C0404,2025-11-17 18:05:35,DELIVERED,NA
O00749,C0247,2026-06-01 00:00:00,DELIVERED,OC
O00750,C0224,2025-11-20 15:16:17,SHIPPED,OC
O00751,C0017,2026-07-05 13:44:31,DELIVERED,OC
O00752,C0585,2026-03-30 13:22:26,PLACED,SA
O00753,C0142,2026-01-14 11:05:03,DELIVERED,AS
O00754,C0002,2026-07-03 04:43:48,PLACED,OC
O00755,C0034,2026-01-12 16:08:11,DELIVERED,OC
O00756,C0556,2026-05-18 00:25:16,SHIPPED,OC
O00757,C0344,2025-07-26 04:53:54,PLACED,OC
O00758,C0053,2026-03-20 03:23:11,DELIVERED,AF
O00759,UNKNOWN,2025-09-03 02:47:22,DELIVERED,OC
O00760,C0210,2026-01-15 09:20:06,DELIVERED,AF
O00761,C0490,2025-09-10 17:46:36,DELIVERED,OC
O00762,C0231,2026-03-12 23:24:14,DELIVERED,AF
O00763,C0284,2026-01-07 00:00:00,DELIVERED,SA
O00764,C0540,2026-06-23 20:03:28,DELIVERED,AF
O00765,C0546,2026-06-13 09:56:49,DELIVERED,AS
O00766,C0068,2026-02-05 22:22:18,DELIVERED,NA
O00767,C0184,2026-06-25 08:07:53,RETURNED,NA
O00768,C0115,2025-11-19 12:55:12,DELIVERED,EU
O00769,C0024,2026-01-08 00:00:18,RETURNED,AF
O00770,C0486,2026-05-12 20:46:44,DELIVERED,OC
O00771,UNKNOWN,2026-05-24 14:03:16,PLACED,EU
O00772,C0533,2025-12-20 03:47:37,DELIVERED,AS
O00773,C0335,2026-07-07 17:06:03,DELIVERED,AF
O00774,C0456,2026-04-26 18:51:44,DELIVERED,AS
O00775,C0267,2025-08-03 03:38:13,DELIVERED,AS
O00776,C0049,2026-06-01 17:13:16,SHIPPED,EU
O00777,C0165,2026-01-30 18:13:34,SHIPPED,EU
O00778,C0158,2025-11-05 15:33:27,SHIPPED,AS
O00779,C0452,2026-02-16 19:07:07,SHIPPED,AF
O00780,C0325,2026-04-19 22:37:38,SHIPPED,SA
O00781,C0167,2026-04-01 18:43:54,SHIPPED,NA
O00782,C0512,2025-11-11 22:10:16,CANCELLED,AS
O00783,C0560,2026-02-13 00:05:53,DELIVERED,OC
O00784,C0297,2026-02-05 12:17:10,DELIVERED,AF
O00785,C0579,2025-07-19 15:56:24,CANCELLED,AS
O00786,C0491,2025-10-01 06:37:06,SHIPPED,AF
O00787,C0026,2026-02-21 15:12:27,DELIVERED,SA
O00788,C0335,2026-04-04 00:00:00,DELIVERED,AF
O00789,C0285,2025-11-18 05:19:10,PLACED,SA
O00790,C0090,2026-05-18 21:40:51,DELIVERED,SA
O00791,C0524,2026-07-03 04:56:53,CANCELLED,AS
O00792,C0438,2026-06-22 06:30:22,DELIVERED,AS
O00793,C0316,2026-05-17 10:42:17,DELIVERED,NA
O00794,C0455,2025-11-26 17:13:15,DELIVERED,SA
O00795,C0435,2025-08-07 02:37:18,DELIVERED,AF
O00796,C0148,2025-09-08 09:05:39,DELIVERED,AF
O00797,C0068,2025-10-29 07:32:54,DELIVERED,SA
O00798,C0420,2026-06-03 21:43:42,SHIPPED,EU
O00799,C0582,2025-07-24 12:01:35,SHIPPED,EU
O00800,C0297,2025-11-21 02:36:04,PLACED,AS
O00801,C0312,2025-12-05 02:58:09,DELIVERED,EU
O00802,UNKNOWN,2026-03-12 00:00:00,SHIPPED,OC
O00803,C0484,2026-02-04 21:15:30,DELIVERED,AS
O00804,C0504,2026-06-04 13:15:45,DELIVERED,NA
O00805,C0284,2025-09-14 20:25:09,RETURNED,AF
O00806,C0596,2026-02-19 03:24:22,DELIVERED,AS
O00807,C0488,2026-03-04 14:54:11,DELIVERED,AS
O00808,C0590,2025-12-10 00:00:00,SHIPPED,AF
O00809,C0328,2025-09-23 03:58:10,DELIVERED,AS
O00810,C0280,2026-02-28 13:03:43,DELIVERED,AS
O00811,UNKNOWN,2025-08-26 18:32:33,DELIVERED,NA
O00812,C0188,2026-06-13 04:04:08,DELIVERED,EU
O00813,C0324,2026-05-12 05:26:44,DELIVERED,AS
O00814,C0372,2026-04-30 00:00:00,DELIVERED,EU
O00815,UNKNOWN,2025-11-09 02:51:45,DELIVERED,SA
O00816,C0167,2026-04-12 07:01:44,SHIPPED,EU
O00817,C0573,2026-06-10 12:55:43,DELIVERED,AF
O00818,C0565,2025-11-11 12:49:06,DELIVERED,SA
O00819,C0079,2026-04-14 01:39:36,SHIPPED,NA
O00820,C0320,2025-07-24 16:16:04,SHIPPED,SA
O00821,C0536,2025-10-25 20:00:39,DELIVERED,OC
O00822,C0122,2025-12-20 03:00:56,DELIVERED,EU
O00823,C0315,2025-08-15 02:29:08,SHIPPED,NA
O00824,C0115,2026-01-21 00:00:00,DELIVERED,SA
O00825,UNKNOWN,2026-06-18 00:09:30,DELIVERED,AF
O00826,C0481,2025-10-12 16:27:28,SHIPPED,NA
O00827,C0011,2025-12-03 16:52:53,DELIVERED,AF
O00828,C0205,2026-01-03 21:32:38,DELIVERED,NA
O00829,C0285,2026-05-30 12:34:32,DELIVERED,EU
O00830,C0248,2025-11-06 22:10:32,PLACED,AF
O00831,C0542,2025-10-04 08:02:28,SHIPPED,AS
O00832,C0551,2026-02-01 00:00:00,DELIVERED,EU
O00833,C0487,2025-11-06 19:16:56,DELIVERED,SA
O00834,C0110,2025-09-18 08:42:31,DELIVERED,SA
O00835,C0527,2025-08-24 23:32:34,SHIPPED,AS
O00836,C0113,2025-12-04 17:24:52,DELIVERED,AS
O00837,C0571,2026-05-13 05:40:47,PLACED,SA
O00838,C0291,2025-07-26 22:01:07,DELIVERED,OC
O00839,C0455,2026-05-10 11:00:12,DELIVERED,SA
O00840,C0072,2025-09-28 21:09:55,DELIVERED,OC
O00841,C0014,2026-07-02 02:32:47,DELIVERED,NA
O00842,C0536,2025-08-17 08:36:16,PLACED,EU
O00843,C0105,2025-12-31 17:44:45,DELIVERED,EU
O00844,C0204,2026-01-24 21:41:02,DELIVERED,SA
O00845,C0435,2025-07-22 01:52:50,SHIPPED,OC
O00846,C0280,2026-05-18 16:55:37,DELIVERED,SA
O00847,C0415,2026-01-15 20:13:07,DELIVERED,EU
O00848,C0111,2026-06-28 20:16:15,DELIVERED,EU
O00849,C0138,2026-01-22 00:00:00,DELIVERED,NA
O00850,C0028,2025-09-10 05:34:50,DELIVERED,OC
O00851,C0311,2025-09-24 06:22:22,PLACED,NA
O00852,C0533,2025-11-21 11:34:53,DELIVERED,EU
O00853,C0510,2026-07-06 02:23:25,SHIPPED,AS
O00854,C0554,2026-01-16 03:45:24,RETURNED,NA
O00855,C0122,2026-04-22 20:19:01,DELIVERED,SA
O00856,C0037,2026-06-16 00:00:00,DELIVERED,AS
O00857,C0169,2026-01-31 18:02:16,SHIPPED,OC
O00858,C0113,2025-11-09 22:13:28,DELIVERED,AF
O00859,C0586,2026-05-09 13:57:54,DELIVERED,EU
O00860,C0401,2025-11-16 12:28:57,DELIVERED,SA
O00861,C0362,2025-09-06 01:04:41,SHIPPED,NA
O00862,UNKNOWN,2026-05-07 00:00:00,DELIVERED,AS
O00863,C0598,2026-06-15 00:00:00,DELIVERED,AS
O00864,C0439,2025-08-19 13:14:33,DELIVERED,AS
O00865,C0251,2026-05-27 16:21:28,DELIVERED,AF
O00866,C0068,2026-07-11 16:29:15,SHIPPED,EU
O00867,UNKNOWN,2026-01-28 20:18:24,DELIVERED,SA
O00868,C0432,2026-04-01 04:56:02,DELIVERED,AF
O00869,UNKNOWN,2025-09-01 22:29:06,DELIVERED,AS
O00870,C0501,2025-09-30 01:57:14,DELIVERED,AS
O00871,C0348,2026-04-19 18:57:34,SHIPPED,SA
O00872,C0078,2025-07-26 14:09:57,DELIVERED,AS
O00873,C0305,2026-01-06 19:05:44,DELIVERED,EU
O00874,C0095,2025-12-09 22:03:20,DELIVERED,AF
O00875,C0069,2026-04-15 13:25:37,DELIVERED,SA
O00876,C0079,2026-06-13 06:05:13,DELIVERED,AS
O00877,C0553,2026-01-31 06:04:43,DELIVERED,AS
O00878,C0465,2025-08-26 09:08:28,DELIVERED,NA
O00879,C0529,2025-07-13 23:46:42,DELIVERED,EU
O00880,C0479,2025-11-10 04:01:39,DELIVERED,AF
O00881,C0445,2026-07-09 11:29:08,DELIVERED,NA
O00882,C0374,2025-07-29 11:51:38,SHIPPED,OC
O00883,C0308,2026-04-05 05:15:48,DELIVERED,NA
O00884,C0423,2026-06-06 18:33:37,SHIPPED,EU
O00885,C0242,2026-02-28 04:38:00,SHIPPED,EU
O00886,UNKNOWN,2026-06-15 23:56:11,DELIVERED,SA
O00887,C0447,2025-08-15 05:04:40,CANCELLED,EU
O00888,C0140,2025-11-18 00:00:00,DELIVERED,AS
O00889,C0181,2026-01-09 17:04:13,PLACED,OC
O00890,C0021,2026-06-22 00:00:00,DELIVERED,AS
O00891,C0066,2025-07-30 07:31:31,DELIVERED,AS
O00892,C0093,2025-08-21 10:27:34,DELIVERED,EU
O00893,C0585,2026-01-30 13:36:27,CANCELLED,AF
O00894,C0595,2026-05-05 22:47:18,CANCELLED,AS
O00895,C0093,2026-03-25 07:39:01,SHIPPED,AS
O00896,C0599,2026-04-27 22:32:43,DELIVERED,OC
O00897,C0434,2025-11-10 18:00:13,SHIPPED,EU
O00898,C0451,2025-07-21 03:00:10,DELIVERED,NA
O00899,C0384,2026-02-21 16:43:10,SHIPPED,AF
O00900,C0253,2026-05-02 23:08:47,DELIVERED,EU
